Rec no.,TA ID,Year of Publication,Process,Technology,Technology type,Indication,Categorisation (for specific recommendation),Comment
910,TA594,2019/20,STA,Brentuximab vedotin ,Pharmaceutical,Untreated advanced Hodgkin lymphoma,Terminated Appraisal - non submission,The single technology appraisal process is based on the manufacturer’s submission. In the absence of a submission from the manufacturer the appraisal was terminated and a recommendation could not be made.
911,TA595,2019/20,STA,Dacomitinib ,Pharmaceutical,Untreated EGFR mutation-positive non-small-cell lung cancer,Recommended,Recommended in line with marketing authorisation and only if company provides it according to the patient access scheme
914,TA598,2019/20,STA,Olaparib ,Pharmaceutical,"Advanced ovarian, fallopian tube or peritoneal cancer",Recommended (CDF),"Olaparib is recommended for use within the Cancer Drugs Fund as an option for the maintenance treatment of BRCA mutation‑positive, advanced (FIGO stages 3 and 4), high-grade epithelial ovarian, fallopian tube or primary peritoneal cancer that has responded to first-line platinum-based chemotherapy in adults. It is recommended only if the conditions in the managed access agreement for olaparib are followed."
916,TA600,2019/20,STA,Pembrolizumab with carboplatin and paclitaxel,Pharmaceutical,Untreated metastatic squamous non-small-cell lung cancer,Recommended (CDF),"Pembrolizumab, with carboplatin and paclitaxel, is recommended for use within the Cancer Drugs Fund as an option for untreated metastatic squamous non-small-cell lung cancer (NSCLC) in adults only if:
•pembrolizumab is stopped at 2 years of uninterrupted treatment, or earlier if disease progresses, and
•the company provides pembrolizumab according to the managed access agreement
"
918,TA602,2019/20,STA,Pomalidomide with bortezomib and dexamethasone ,Pharmaceutical,Relapsed or refractory multiple myeloma,Terminated Appraisal - non submission,The single technology appraisal process is based on the manufacturer’s submission. In the absence of a submission from the manufacturer the appraisal was terminated and a recommendation could not be made.
919,TA603,2019/20,STA,Lenalidomide with bortezomib and dexamethasone,Pharmaceutical,Untreated multiple myeloma,Terminated Appraisal - non submission,The single technology appraisal process is based on the manufacturer’s submission. In the absence of a submission from the manufacturer the appraisal was terminated and a recommendation could not be made.
920,TA604,2019/20,STA,Idelalisib ,Pharmaceutical,Refractory follicular lymphoma,Not recommended,"At the time of appraisal, the technology was not considered to be an appropriate use of NHS resources based on the data available."
924,TA608,2019/20,STA,Ibrutinib with rituximab ,Pharmaceutical, Waldenstrom’s macroglobulinaemia,Terminated Appraisal - non submission,The single technology appraisal process is based on the manufacturer’s submission. In the absence of a submission from the manufacturer the appraisal was terminated and a recommendation could not be made.
925,TA609,2019/20,STA,Ramucirumab ,Pharmaceutical,Unresectable hepatocellular carcinoma after sorafenib,Terminated Appraisal - non submission,The single technology appraisal process is based on the manufacturer’s submission. In the absence of a submission from the manufacturer the appraisal was terminated and a recommendation could not be made.
927,TA611,2019/20,STA,Rucaparib,Pharmaceutical,"Relapsed platinum-sensitive ovarian, fallopian tube or peritoneal cancer",Recommended (CDF),"Rucaparib is recommended for use within the Cancer Drugs Fund as an option for maintenance treatment of relapsed platinum-sensitive high-grade epithelial ovarian, fallopian tube or primary peritoneal cancer that has responded to platinum-based chemotherapy in adults, only if the conditions in the managed access agreement for rucaparib are followed."
928,TA612,2019/20,STA,Neratinib ,Pharmaceutical,"Extended adjuvant treatment of hormone receptor-positive, HER2-positive early stage breast cancer after adjuvant trastuzumab",Optimised,"Optimised recommendation for neratinib for the extended adjuvant treatment of hormone receptor-positive, human epidermal growth factor receptor 2 (HER2)‑positive early stage breast cancer in adults who completed adjuvant trastuzumab-based therapy less than 1 year ago only if:
•trastuzumab is the only HER2‑directed adjuvant treatment they have had, and
•if they had neoadjuvant chemotherapy-based regimens, they still had residual invasive disease in the breast or axilla following the neoadjuvant treatment, and
•the company provides neratinib according to the commercial arrangement.
"
934,TA618,2019/20,STA,Atezolizumab with carboplatin and nab-paclitaxel ,Pharmaceutical,Untreated advanced non-squamous non-small-cell lung cancer,Terminated Appraisal - non submission,The single technology appraisal process is based on the manufacturer’s submission. In the absence of a submission from the manufacturer the appraisal was terminated and a recommendation could not be made.
935,TA619,2019/20,STA,Palbociclib with fulvestrant,Pharmaceutical," Hormone receptor-positive, HER2-negative, advanced breast cancer",Recommended (CDF),"Palbociclib with fulvestrant is recommended for use within the Cancer Drugs Fund as an option for treating hormone receptor-positive, human epidermal growth factor receptor 2 (HER2)-negative, locally advanced or metastatic breast cancer in people who have had previous endocrine therapy only if:
•exemestane plus everolimus is the most appropriate alternative to a cyclin-dependent kinase 4 and 6 (CDK 4/6) inhibitor and
•the conditions in the managed access agreement for palbociclib with fulvestrant are followed."
936,TA620,2019/20,STA,Olaparib ,Pharmaceutical,"Maintenance treatment of relapsed platinum-sensitive ovarian, fallopian tube or peritoneal cancer",Optimised,"Optimised recommendation for  olaparib for the maintenance treatment of relapsed, platinum-sensitive, high-grade epithelial ovarian, fallopian tube or primary peritoneal cancer in adults whose disease has responded to platinum-based chemotherapy only if:
•they have a BRCA1 or BRCA2 mutation
•they have had 3 or more courses of platinum-based chemotherapy and
•the company provides olaparib according to the commercial arrangement."
937,TA620,2019/20,STA,Olaparib,Pharmaceutical,"Maintenance treatment of relapsed platinum-sensitive ovarian, fallopian tube or peritoneal cancer",Optimised (CDF),"Olaparib is recommended for use within the Cancer Drugs Fund as an option for the maintenance treatment of relapsed, platinum-sensitive, high-grade epithelial ovarian, fallopian tube or primary peritoneal cancer in adults whose disease has responded to platinum-based chemotherapy only if:
•they have a BRCA1 or BRCA2 mutation
•they have had 2 courses of platinum-based chemotherapy and
•the conditions in the managed access agreement for olaparib are followed.
"
938,TA621,2019/20,STA,Osimertinib,Pharmaceutical,Untreated EGFR mutation-positive non-small-cell lung cancer,Not recommended,"At the time of appraisal, the technology was not considered to be an appropriate use of NHS resources based on the data available."
943,TA627,2020/21,STA,Lenalidomide with rituximab,Pharmaceutical,Previously treated follicular lymphoma,Recommended,Recommmended in line with marketing autorisation
944,TA628,2020/21,STA,Lorlatinib ,Pharmaceutical,Previously treated ALK-positive advanced non-small-cell lung cancer,Recommended,Recommended in line with marketing authorisation
945,TA629,2020/21,STA,Obinutuzumab with bendamustine ,Pharmaceutical,Follicular lymphoma after rituximab,Recommended,Recommended in line with marketing autorisation
946,TA630,2020/21,STA,Larotrectinib ,Pharmaceutical,NTRK fusion-positive solid tumours,Recommended (CDF),"Larotrectinib is recommended for use within the Cancer Drugs Fund as an option for treating neurotrophic tyrosine receptor kinase (NTRK) fusion-positive solid tumours in adults and children if:
•the disease is locally advanced or metastatic or surgery could cause severe health problems and
•they have no satisfactory treatment options.
It is recommended only if the conditions in the managed access agreement for larotrectinib are followed.
"
949,TA632,2020/21,STA,Trastuzumab emtansine,Pharmaceutical,"adjuvant treatment of adult patients with HER2‑positive early breast cancer who have residual invasive disease, in the breast and/or lymph nodes, after neoadjuvant taxane-based and HER2‑targeted therapy",Recommended,"Trastuzumab emtansine is recommended, within its marketing authorisation, as an option for the adjuvant treatment of human epidermal growth factor receptor 2 (HER2)‑positive early breast cancer in adults who have residual invasive disease in the breast or lymph nodes after neoadjuvant taxane-based and HER2‑targeted therapy. It is recommended only if the company provides trastuzumab emtansine according to the commercial arrangement"
951,TA634,2020/21,STA,Daratumumab with lenalidomide and dexamethasone,Pharmaceutical,Untreated multiple myeloma,Terminated Appraisal - non submission,The single technology appraisal process is based on the manufacturer’s submission. In the absence of a submission from the manufacturer the appraisal was terminated and a recommendation could not be made.
952,TA635,2020/21,STA,Ramucirumab with erlotinib,Pharmaceutical,Untreated EGFR mutation-positive non-small-cell lung cancer,Terminated Appraisal - non submission,The single technology appraisal process is based on the manufacturer’s submission. In the absence of a submission from the manufacturer the appraisal was terminated and a recommendation could not be made.
955,TA638,2020/21,STA,Atezolizumab with carboplatin and etoposide ,Pharmaceutical,Untreated extensive-stage small-cell lung cancer,Optimised,"Optimised recommendation for untreated extensive-stage small-cell lung cancer in adults, only if:
•they have an Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1, and
• the company provides atezolizumab according to the commercial arrangement.
"
956,TA639,2020/21,STA,Atezolizumab with nab-paclitaxel ,Pharmaceutical,"Untreated PD-L1-positive, locally advanced or metastatic, triple-negative breast cancer",Recommended,Recommended in line with marketing autorisation
958,TA641,2020/21,STA,Brentuximab vedotin in combination ,Pharmaceutical,Untreated systemic anaplastic large cell lymphoma,Recommended,Recommended in line with marketing authorisation
959,TA642,2020/21,STA,Gilteritinib ,Pharmaceutical,Relapsed or refractory acute myeloid leukaemia,Optimised,"Optimsed recommendation for treating relapsed or refractory FLT3‑mutation-positive acute myeloid leukaemia (AML) in adults only if the company provides gilteritinib according to the commercial arrangement. 
Gilteritinib should not be given as maintenance therapy after a haematopoietic stem cell transplant."
960,TA643,2020/21,STA,Entrectinib ,Pharmaceutical,ROS1-positive advanced non-small-cell lung cancer,Recommended,Recommended in line with marketing autorisation
961,TA644,2020/21,STA,Entrectinib ,Pharmaceutical,NTRK fusion-positive solid tumours,Recommended (CDF),"Entrectinib is recommended for use within the Cancer Drugs Fund as an option for treating neurotrophic tyrosine receptor kinase (NTRK) fusion-positive solid tumours in adults and children 12 years and older if:
•the disease is locally advanced or metastatic or surgery could cause severe health problems and
•they have not had an NTRK inhibitor before and
•they have no satisfactory treatment options.
It is recommended only if the conditions in the managed access agreement for entrectinib are followed.
"
962,TA645,2020/21,STA,Avelumab with axitinib for untreated advanced renal cell carcinoma,Pharmaceutical,Untreated advanced renal cell carcinoma,Recommended (CDF),Avelumab with axitinib is recommended for use within the Cancer Drugs Fund as an option for untreated advanced renal cell carcinoma in adults. It is recommended only if the conditions in the managed access agreement for avelumab with axitinib are followed.
963,TA646,2020/21,STA,Glasdegib,Pharmaceutical,Untreated acute myeloid leukaemia,Terminated Appraisal - non submission,The single technology appraisal process is based on the manufacturer’s submission. In the absence of a submission from the manufacturer the appraisal was terminated and a recommendation could not be made.
966,TA649,2020/21,STA,Polatuzumab vedotin with rituximab and bendamustine,Pharmaceutical,Relapsed or refractory diffuse large B-cell lymphoma,Recommended,Recommended in line with marketing autorisation
967,TA650,2020/21,STA,Pembrolizumab with axitinib ,Pharmaceutical,Untreated advanced renal cell carcinoma,Not recommended,"At the time of appraisal, the technology was not considered to be an appropriate use of NHS resources based on the data available."
969,TA652,2020/21,STA,Alpelisib with fulvestrant ,Pharmaceutical,"Hormone-receptor positive, HER2-negative, PIK3CA-positive advanced breast cancer",Terminated Appraisal - non submission,The single technology appraisal process is based on the manufacturer’s submission. In the absence of a submission from the manufacturer the appraisal was terminated and a recommendation could not be made.
970,TA653,2020/21,STA,Osimertinib,Pharmaceutical,EGFR T790M mutation-positive advanced non-small-cell lung cancer,Optimised,"Optimised recommendation for  treating epidermal growth factor receptor (EGFR) T790M mutation-positive locally advanced or metastatic non-small-cell lung cancer (NSCLC) in adults, only if:
• their disease has progressed after first-line treatment with an EGFR tyrosine kinase inhibitor and
• the company provides osimertinib according to the commercial arrangement."
971,TA654,2020/21,STA,Osimertinib ,Pharmaceutical,Untreated EGFR mutation-positive non-small-cell lung cancer,Recommended,Recommended in line with marketing authorisation
972,TA655,2020/21,STA,Nivolumab,Pharmaceutical, Advanced squamous non-small-cell lung cancer after chemotherapy,Optimised,"Optimsed recommendation for treating locally advanced or metastatic squamous non-small-cell lung cancer (NSCLC) in adults after chemotherapy, only if: 
• it is stopped at 2 years of uninterrupted treatment, or earlier if their disease progresses and
• they have not had a PD‑1 or PD‑L1 inhibitor before. 
It is recommended only if the company provides nivolumab according to the commercial arrangement. 
"
974,TA657,2020/21,STA,Carfilzomib for previously treated multiple myeloma,Pharmaceutical,Previously treated multiple myeloma,Recommended,"Reissue of TA457 to allow previous treatment with bortezomib since clincial practiac has changed. Recommendations now read:
Carfilzomib with dexamethasone is recommended as an option for treating multiple myeloma in adults, only if: 
•they have had only 1 previous therapy and
•the company provides carfilzomib according to the commercial arrangement."
975,TA658,2020/21,STA,Isatuximab with pomalidomide and dexamethasone ,Pharmaceutical,Relapsed and refractory multiple myeloma,Recommended (CDF),"Isatuximab, plus pomalidomide and dexamethasone, is recommended for use within the Cancer Drugs Fund as an option for treating relapsed and refractory multiple myeloma in adults who have had lenalidomide and a proteasome inhibitor, and whose disease has progressed on their last treatment, only if:
•they have had 3 previous lines of treatment
•the conditions in the managed access agreement for isatuximab plus pomalidomide and dexamethasone are followed.
"
977,TA660,2020/21,STA,Darolutamide with androgen deprivation therapy ,Pharmaceutical,Hormone-relapsed non-metastatic prostate cancer,Recommended,Recommended in line with the marketing autorisation and only if company provides it according to the patient access scheme
978,TA661,2020/21,STA,Pembrolizumab ,Pharmaceutical,Untreated metastatic or unresectable recurrent head and neck squamous cell carcinoma,Optimised,"Optimised recommendation for untreated metastatic or unresectable recurrent head and neck squamous cell carcinoma (HNSCC) in adults whose tumours express PD‑L1 with a combined positive score (CPS) of 1 or more. This is only if:
•pembrolizumab is given as a monotherapy
•pembrolizumab is stopped at 2 years of uninterrupted treatment, or earlier if disease progresses, and
•the company provides pembrolizumab according to the commercial arrangement.
"
979,TA662,2020/21,STA,Durvalumab in combination ,Pharmaceutical,Untreated extensive-stage small-cell lung cancer,Terminated Appraisal - non submission,The single technology appraisal process is based on the manufacturer’s submission. In the absence of a submission from the manufacturer the appraisal was terminated and a recommendation could not be made.
980,TA663,2020/21,STA,Venetoclax with obinutuzumab ,Pharmaceutical,Untreated chronic lymphocytic leukaemia,Optimised,"Optimised recommendation for adults only if:
•there is a 17p deletion or TP53 mutation, or
•there is no 17p deletion or TP53 mutation, and fludarabine plus cyclophosphamide and rituximab (FCR), or bendamustine plus rituximab (BR), is unsuitable, and
•the companies provide the drugs according to the commercial arrangements."
981,TA663,2020/21,STA,Venetoclax with obinutuzumab ,Pharmaceutical,Untreated chronic lymphocytic leukaemia,Recommended (CDF),"Venetoclax plus obinutuzumab is recommended for use within the Cancer Drugs Fund as an option for untreated CLL in adults, only if:
•there is no 17p deletion or TP53 mutation, and FCR or BR is suitable, and
•the conditions in the managed access agreement for venetoclax plus obinutuzumab are followed."
987,TA666,2020/21,STA,Atezolizumab with bevacizumab ,Pharmaceutical,Advanced or unresectable hepatocellular carcinoma,Optimised,"Optimsed recommendation for Atezolizumab plus bevacizumab for treating advanced or unresectable hepatocellular carcinoma (HCC) in adults who have not had previous systemic treatment, only if:
•they have Child‑Pugh grade A liver impairment and an Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1 and
•the company provides it according to the commercial arrangement.
"
989,TA668,2020/21,STA,Encorafenib plus cetuximab ,Pharmaceutical,Previously treated BRAF V600E mutation-positive metastatic colorectal cancer,Recommended,Recommmended in line with the marketing autorisation and only if company provides it according to the commercial access agreement
990,TA669,2020/21,STA,Trifluridine–tipiracil ,Pharmaceutical,Metastatic gastric cancer or gastro-oesophageal junction adenocarcinoma after 2 or more therapies,Not Recommended,"At the time of appraisal, the technology was not considered to be an appropriate use of NHS resources based on the data available."
991,TA670,2020/21,STA,Brigatinib ,Pharmaceutical,ALK-positive advanced non-small-cell lung cancer that has not been previously treated with an ALK inhibitor ,Recommended,Recommmended in line with the marketing autorisation and only if company provides it according to the patient access scheme
994,TA673,2020/21,STA,Niraparib ,Pharmaceutical,"Maintenance treatment of advanced ovarian, fallopian tube and peritoneal cancer after response to first-line platinum-based chemotherapy",Recommended (CDF),"Niraparib is recommended for use within the Cancer Drugs Fund as an option for maintenance treatment for advanced (FIGO stages 3 and 4) high-grade epithelial ovarian, fallopian tube or primary peritoneal cancer after response to first-line platinum-based chemotherapy in adults. It is recommended only if the conditions in the managed access agreement for niraparib are followed."
995,TA674,2020/21,STA,Pembrolizumab,Pharmaceutical,"Untreated PD-L1-positive, locally advanced or metastatic urothelial cancer when cisplatin is unsuitable",Terminated Appraisal - non submission,The single technology appraisal process is based on the manufacturer’s submission. In the absence of a submission from the manufacturer the appraisal was terminated and a recommendation could not be made.
1002,TA677,2020/21,STA,Autologous anti-CD19-transduced CD3+ cells,Pharmaceutical,Relapsed or refractory mantle cell lymphoma ,Recommended (CDF),Treatment with autologous anti-CD19-transduced CD3+ cells is recommended for use within the Cancer Drugs Fund as an option for relapsed or refractory mantle cell lymphoma in adults who have previously had a Bruton's tyrosine kinase (BTK) inhibitor. It is only recommended if the conditions in the managed access agreement for autologous anti‑CD19‑transduced CD3+ cells treatment are followed. 
1004,TA680,2020/21,STA,Lenalidomide ,Pharmaceutical,Maintenance treatment after an autologous stem cell transplant for newly diagnosed multiple myeloma,Optimised,"Optimised recommendation for lenalidomide as maintenance treatment after an autologous stem cell transplant for newly diagnosed multiple myeloma in adults, only if:
•the dosage schedule is 10 mg per day on days 1 to 21 of a 28‑day cycle and
•the company provides lenalidomide according to the commercial arrangement.
NOTE: The use of lenalidomide as a maintenance treatment after an autologous stem cell transplant at a dosage of 10 mg per day on days 1 to 21 of a 28-day cycle is outside the terms of the marketing authorisation for lenalidomide. Consequently, the statutory funding requirement does not apply to this recommendation. "
1007,TA683,2020/21,STA,Pembrolizumab with pemetrexed and platinum chemotherapy ,Pharmaceutical,"Untreated, metastatic, non-squamous non-small-cell lung cancer",Recommended,Recommmended in line with the marketing autorisation and only if company provides it according to the commerical access agreement
1008,TA684,2020/21,STA,Nivolumab ,Pharmaceutical,Adjuvant treatment of completely resected melanoma with lymph node involvement or metastatic disease,Recommended,Recommmended in line with the marketing autorisation and only if company provides it according to the patient access scheme
1010,TA686,2020/21,STA,Blinatumomab,Pharmaceutical, Previously treated Philadelphia-chromosome-positive acute lymphoblastic leukaemia ,Terminated Appraisal - non submission,The single technology appraisal process is based on the manufacturer’s submission. In the absence of a submission from the manufacturer the appraisal was terminated and a recommendation could not be made.
1011,TA687,2020/21,STA,Ribociclib with fulvestrant ,Pharmaceutical,"Hormone receptor-positive, HER2-negative advanced breast cancer after endocrine therapy",Recommended,CDF review of TA593
1012,TA688,2020/21,MTA,Selective internal radiation therapy SIR-Spheres,Pharmaceutical,Hepatocellular carcinoma,Optimised,"Optimsed recommendation selective internal radiation therapy (SIRT) SIR‑Spheres for treating unresectable advanced hepatocellular carcinoma (HCC) in adults, only if:
•used for people with Child–Pugh grade A liver impairment when conventional transarterial therapies are inappropriate, and
•the company provides SIR‑Spheres according to the commercial arrangement.
"
1013,TA688,2020/21,MTA,Selective internal radiation therapy TheraSphere,Pharmaceutical,Hepatocellular carcinoma,Optimised,"Olptimised recommendation for SIRT TheraSphere for treating unresectable advanced HCC in adults, only if:
•used for people with Child–Pugh grade A liver impairment when conventional transarterial therapies are inappropriate, and
•the company provides TheraSphere according to the commercial arrangement.
"
1014,TA688,2020/21,MTA,Selective internal radiation therapy QuiremSpheres,Pharmaceutical,Hepatocellular carcinoma,Not recommended,"At the time of appraisal, the technology was not considered to be an appropriate use of NHS resources based on the data available."
1015,TA689,2021/22,STA,Acalabrutinib ,Pharmaceutical,Chronic lymphocytic leukaemia,Optimised,"Optimised recommendation for untreated chronic lymphocytic leukaemia (CLL) in adults, only if:
• there is a 17p deletion or TP53 mutation, or
• there is no 17p deletion or TP53 mutation, and fludarabine plus cyclophosphamide and rituximab (FCR), or bendamustine plus rituximab (BR) is unsuitable, and
• the company provides the drug according to the commercial arrangement.
"
1016,TA689,2021/22,STA,Acalabrutinib ,Pharmaceutical,Chronic lymphocytic leukaemia,Optimised,"Optimised recommendation: as monotherapy is recommended, within its marketing authorisation, as an option for previously treated CLL in adults. It is recommended only if the company provides the drug according to the commercial arrangement."
1018,TA691,2021/22,STA,Avelumab,Pharmaceutical, Untreated metastatic Merkel cell carcinoma,Recommended,CDF review of recommendation 1.2 of TA517: for treating metastatic Merkel cell carcinoma in adults who have not had chemotherapy for metastatic disease
1019,TA692,2021/22,STA,Pembrolizumab ,Pharmaceutical,Locally advanced or metastatic urothelial carcinoma after platinum-containing chemotherapy,Not recommended,"CDF review of TA519. At the time of appraisal, the technology was not considered to be an appropriate use of NHS resources based on the data available."
1020,TA693,2021/22,STA,Olaparib plus bevacizumab,Pharmaceutical,"Maintenance treatment of advanced ovarian, fallopian tube or primary peritoneal cancer",Optimised (CDF),"Optimised CDF recommendation for maintenance treatment of advanced (International Federation of Gynecology and Obstetrics [FIGO] stages 3 and 4) high-grade epithelial ovarian, fallopian tube or primary peritoneal cancer in adults when:
•there has been a complete or partial response after first-line platinum-based chemotherapy plus bevacizumab, and
•the cancer is associated with homologous recombination deficiency (HRD).
It is recommended only if the conditions in the managed access agreement for olaparib are followed.
"
1022,TA695,2021/22,STA,Carfilzomib with dexamethasone and lenalidomide,Pharmaceutical,Previously treated multiple myeloma,Optimised,"Optimised recommenation for treating multiple myeloma in adults, only if:
•they have had only 1 previous therapy, which included bortezomib, and
•the company provides carfilzomib according to the commercial arrangement.
"
1028,TA700,2021/22,STA,Selinexor with low-dose dexamethasone for treating refractory multiple myeloma ,Pharmaceutical,Refractory multiple myeloma ,Terminated Appraisal - non submission,The single technology appraisal process is based on the manufacturer’s submission. In the absence of a submission from the manufacturer the appraisal was terminated and a recommendation could not be made.
1030,TA702,2021/22,STA,Ibrutinib with obinutuzumab ,Pharmaceutical,Untreated chronic lymphocytic leukaemia and small lymphocytic lymphoma ,Terminated Appraisal - non submission,The single technology appraisal process is based on the manufacturer’s submission. In the absence of a submission from the manufacturer the appraisal was terminated and a recommendation could not be made.
1031,TA703,2021/22,STA,Ibrutinib with rituximab ,Pharmaceutical,Untreated chronic lymphocytic leukaemia,Terminated Appraisal - non submission,The single technology appraisal process is based on the manufacturer’s submission. In the absence of a submission from the manufacturer the appraisal was terminated and a recommendation could not be made.
1032,TA704,2021/22,STA,Trastuzumab deruxtecan ,Pharmaceutical,HER2-positive unresectable or metastatic breast cancer after 2 or more anti-HER2 therapies,Recommended (CDF),Trastuzumab deruxtecan is recommended for use within the Cancer Drugs Fund as an option for treating HER2‑positive unresectable or metastatic breast cancer in adults after 2 or more anti‑HER2 therapies. It is recommended only if the conditions in the managed access agreement are followed.
1033,TA705,2021/22,STA,Atezolizumab ,Pharmaceutical,Untreated advanced non-small-cell lung cancer,Recommended,Recommmended in line with the marketing authorisation and only if company provides it according to the patient access scheme
1035,TA707,2021/22,STA,Nivolumab ,Pharmaceutical,Previously treated unresectable advanced or recurrent oesophageal cancer,Recommended,Recommmended in line with the marketing auhtorisation and only if company provides it according to the commerical access agreement
1037,TA709,2021/22,STA,Pembrolizumab ,Pharmaceutical,Untreated metastatic colorectal cancer with high microsatellite instability or mismatch repair deficiency,Optimised,"Optimised recommendation for untreated metastatic colorectal cancer with high microsatellite instability (MSI) or mismatch repair (MMR) deficiency in adults, only if:
•pembrolizumab is stopped after 2 years and no documented disease progression, and
•the company provides pembrolizumab according to the commercial arrangement."
1040,TA712,2021/22,STA,Enzalutamide,Pharmaceutical,Hormone-sensitive metastatic prostate cancer,Recommended,Recommended in line with the marketing authorisation and only if company provides it according to the patient access scheme
1041,TA713,2021/22,STA,Nivolumab ,Pharmaceutical,Advanced non-squamous non-small-cell lung cancer after chemotherapy,Optimised,"CDF review of TA484. locally advanced or metastatic non-squamous non-small-cell lung cancer (NSCLC) in adults after chemotherapy, only if:
•their tumours are PD-L1 positive, and
•it is stopped at 2 years of uninterrupted treatment, or earlier if their disease progresses, and
• they have not had a PD-1 or PD-L1 inhibitor before.
It is recommended only if the company provides nivolumab according to the commercial arrangement.
"
1042,TA714,2021/22,STA,Dasatinib ,Pharmaceutical,Philadelphia-chromosome-positive acute lymphoblastic leukaemia,Terminated Appraisal - non submission,The single technology appraisal process is based on the manufacturer’s submission. In the absence of a submission from the manufacturer the appraisal was terminated and a recommendation could not be made.
1049,TA716,2021/22,STA,Nivolumab with ipilimumab,Pharmaceutical,Previously treated metastatic colorectal cancer with high microsatellite instability or mismatch repair deficiency,Recommended,Recommmended in line with the marketing auhtorisation and only if company provides it according to the commerical access agreements
1050,TA717,2021/22,STA,Duvelisib,Pharmaceutical,Relapsed follicular lymphoma after 2 or more systemic therapies,Terminated Appraisal - non submission,The single technology appraisal process is based on the manufacturer’s submission. In the absence of a submission from the manufacturer the appraisal was terminated and a recommendation could not be made.
1053,TA720,2021/22,STA,Chlormethine gel,Pharmaceutical,Mycosis fungoides-type cutaneous T-cell lymphoma,Optimised,"Optimised recommendation for treating early stage (stage 1A, 1B, and 2A) mycosis fungoides-type cutaneous T‑cell lymphoma (MF‑CTCL) in adults, only if the company provides chlormethine gel according to the commercial arrangement."
1054,TA721,2021/22,STA,Abiraterone ,Pharmaceutical,Newly diagnosed high-risk hormone-sensitive metastatic prostate cancer,Not recommended,"At the time of appraisal, the technology was not considered to be an appropriate use of NHS resources based on the data available."
1055,TA722,2021/22,STA,Pemigatinib ,Pharmaceutical,Relapsed or refractory advanced cholangiocarcinoma with FGFR2 fusion or rearrangement,Recommended,Recommmended in line with the marketing auhtorisation and only if company provides it according to the patient access scheme
1057,TA724,2021/22,STA,Nivolumab with ipilimumab and chemotherapy ,Pharmaceutical,Untreated metastatic non-small-cell lung cancer,Not recommended,"At the time of appraisal, the technology was not considered to be an appropriate use of NHS resources based on the data available."
1058,TA725,2021/22,STA,Abemaciclib with fulvestrant ,Pharmaceutical,"Hormone receptor-positive, HER2-negative advanced breast cancer after endocrine therapy",Recommended,Recommended in line with clinical practice and following agreement of a patient access scheme.
1059,TA726,2021/22,STA,Daratumumab with pomalidomide and dexamethasone ,Pharmaceutical,Relapsed or refractory multiple myeloma,Terminated Appraisal - non submission,The single technology appraisal process is based on the manufacturer’s submission. In the absence of a submission from the manufacturer the appraisal was terminated and a recommendation could not be made.
1060,TA727,2021/22,STA,Isatuximab with carfilzomib and dexamethasone,Pharmaceutical,Relapsed or refractory multiple myeloma,Terminated Appraisal - non submission,The single technology appraisal process is based on the manufacturer’s submission. In the absence of a submission from the manufacturer the appraisal was terminated and a recommendation could not be made.
1063,TA730,2021/22,STA,Avapritinib ,Pharmaceutical,Unresectable or metastatic gastrointestinal stromal tumours,Terminated Appraisal - non submission,The single technology appraisal process is based on the manufacturer’s submission. In the absence of a submission from the manufacturer the appraisal was terminated and a recommendation could not be made.
1070,TA736,2021/22,STA,Nivolumab ,Pharmaceutical,Recurrent or metastatic squamous cell carcinoma of the head and neck after platinum-based chemotherapy,Recommended,Recommended in line with clinical practice and following agreement of a patient access scheme.
1071,TA737,2021/22,STA,Pembrolizumab with platinum- and fluoropyrimidine-based chemotherapy ,Pharmaceutical,Untreated advanced oesophageal and gastro-oesophageal junction cancer,Recommended,Recommended in line with clinical practice and following agreement of a commerical access agreement.
1073,TA739,2021/22,STA,Atezolizumab,Pharmaceutical,Untreated PD-L1-positive advanced urothelial cancer when cisplatin is unsuitable,Recommended,Recommended in line with clinical practice and following agreement of a patient access scheme.
1074,TA740,2021/22,STA,Apalutamide with androgen deprivation therapy,Pharmaceutical,High-risk hormone-relapsed non-metastatic prostate cancer,Recommended,Recommended in line with clinical practice and following agreement of a patient access scheme.
1075,TA741,2021/22,STA,Apalutamide with androgen deprivation therapy ,Pharmaceutical,Hormone-sensitive metastatic prostate cancer ,Optimised,"Optimised recommendation for treating hormone-sensitive metastatic prostate cancer in adults, only if: 
• docetaxel is not suitable 
• the company provides apalutamide according to the commercial arrangement "
1076,TA742,2021/22,STA,Selpercatinib,Pharmaceutical,Advanced thyroid cancer with RET alterations,Recommended (CDF),"Selpercatinib is recommended for use within the Cancer Drugs Fund, as an option for treating:
advanced RET fusion-positive thyroid cancer in adults who need systemic therapy after sorafenib or lenvatinib
advanced RET-mutant medullary thyroid cancer in people 12 years and older who need systemic therapy after cabozantinib or vandetanib.
It is recommended only if the conditions in the managed access agreement are followed."
1080,TA745,2021/22,STA,NBTXR-3 ,Pharmaceutical,Advanced soft tissue sarcoma,Terminated Appraisal - non submission,The single technology appraisal process is based on the manufacturer’s submission. In the absence of a submission from the manufacturer the appraisal was terminated and a recommendation could not be made.
