nct_id,phase,start_date,enrollment_type,drug,official_title,brief_title,American Indian/ Alaska Native,Asian/ Asian Heritage,Black/ Black Heritage,Hawaiian/ Other Pacific Islander,Hispanic/ Latino,Middle Eastern,Mixed,Other,Unknown or Not Reported,White/ White Heritage
NCT02331368,Phase 2,30/06/2015,Actual,lenalidomide,Phase 2 Multi-center Study of Anti-Programmed-Death-1 [Anti-PD-1] During Lymphopenic State After High-Dose Chemotherapy and Autologous Hematopoietic Stem Cell Transplant [HDT/ASCT] for Multiple Myeloma,Phase 2 Multi-center Study of Anti-PD-1 During Lymphopenic State After HDT/ASCT for Multiple Myeloma,,,,,2,,,,1,26
NCT02335983,Phase 1,30/04/2015,Actual,carfilzomib,Phase 1b Study of Carfilzomib Administered Once Weekly in Combination With Lenalidomide and Dexamethasone in Subjects With Multiple Myeloma,Phase 1b Study of Weekly Carfilzomib in Combination With Lenalidomide and Dexamethasone in Subjects With Multiple Myeloma,,8,28,2,14,,,14,8,354
NCT02335983,Phase 1,30/04/2015,Actual,lenalidomide,Phase 1b Study of Carfilzomib Administered Once Weekly in Combination With Lenalidomide and Dexamethasone in Subjects With Multiple Myeloma,Phase 1b Study of Weekly Carfilzomib in Combination With Lenalidomide and Dexamethasone in Subjects With Multiple Myeloma,,8,28,2,14,,,14,8,354
NCT02346526,Phase 2,30/04/2015,Actual,radium_223,A Single-arm Open Label Biomarker Study of Standard-of-care Radium-223 Chloride for Metastatic Castration-resistant Prostate Cancer,A Biomarker Study of Standard-of-care Radium-223 Chloride for Metastatic Castration-resistant Prostate Cancer,0,1,0,0,,,1,,2,18
NCT02353468,Phase 2,31/12/2009,Actual,lenalidomide,Phase II Study: Therapy With Bortezomib + Lenalidomide + Dexamethasone With Lenalidomide + Dexamethasone as Post Transplant Consolidation and Maintenance for Patients With Symptomatic Multiple Myeloma Following Autologous Transplantation,"Bortezomib, Lenalidomide, and Dexamethasone in Treating Patients With Multiple Myeloma Undergoing Stem Cell Transplant",0,0,3,0,,,0,,0,0
NCT02370888,Phase 1,16/05/2016,Actual,lenalidomide,"A Phase I Clinical Trial to Evaluate the Maximally Tolerated Dose (MTD), Dose Limiting Toxicities (DLTs) and Safety Profiles of Increasing Doses of Lenalidomide After Allo-HCT in AML and MDS Subjects With Minimal Residual Disease (MRD) Detected by the CD34+ Mixed Chimerism Analysis (UF-BMT-MRD-101)",Lenalidomide After Allo-Hematopoietic Cell Transplant (HCT) in Acute Myelogenous Leukemia (AML) and Myelodysplastic Syndromes (MDS) Subjects With Minimal Residual Disease,,,,,0,,,,0,6
NCT02384382,Phase 2,30/11/2015,Actual,enzalutamide,"A PHASE 2, OPEN-LABEL, SINGLE-ARM STUDY OF 18F-SODIUM FLUORIDE PET/CT BONE IMAGING IN ENZALUTAMIDE-TREATED CHEMOTHERAPY-NAÏVE PATIENTS WITH BONE-METASTATIC CASTRATION-RESISTANT PROSTATE CANCER",A Positron Emission Tomography/Computed Tomography (PET/CT) Bone Imaging Study in Patients Receiving Enzalutamide for Castration-Resistant Prostate Cancer (CRPC),0,0,2,0,0,,0,,1,43
NCT02399085,Phase 2,31/03/2016,Actual,lenalidomide,"A Phase II, Single-Arm, Open-Label, Multicentre Study to Evaluate the Safety and Efficacy of Lenalidomide Combined With MOR00208 in Patients With Relapsed or Refractory Diffuse Large B-Cell Lymphoma (R-R DLBCL)",A Study to Evaluate the Safety and Efficacy of Lenalidomide With MOR00208 in Patients With R-R DLBCL,0,2,0,0,,,0,,7,72
NCT02407054,Phase 2,29/04/2015,Actual,enzalutamide,"A Double-Blinded, Placebo-Controlled, Randomized Phase II Study of Enzalutamide With or Without the PI3 Kinase/mTOR Inhibitor LY3023414 in Men With Metastatic Castration Resistant Prostate Cancer",A Study of Enzalutamide and LY3023414 in Men With Prostate Cancer,2,8,24,0,2,,0,,24,508
NCT02412878,Phase 3,09/09/2015,Actual,carfilzomib,"A Randomized, Open-label, Phase 3 Study in Subjects With Relapsed and Refractory Multiple Myeloma Receiving Carfilzomib in Combination With Dexamethasone, Comparing Once-weekly Versus Twice-weekly Carfilzomib Dosing",Once-weekly Versus Twice-weekly Carfilzomib in Combination With Dexamethasone in Adults With Relapsed and Refractory Multiple Myeloma,,90,10,,14,,,26,46,1726
NCT02413489,Phase 2,02/09/2015,Actual,daratumumab,"An Open Label, Phase 2 Study to Evaluate Efficacy and Safety of Daratumumab in Relapsed or Refractory Mantle Cell Lymphoma, Diffuse Large B-Cell Lymphoma, and Follicular Lymphoma","An Efficacy and Safety Proof of Concept Study of Daratumumab in Relapsed/Refractory Mantle Cell Lymphoma, Diffuse Large B-Cell Lymphoma, and Follicular Lymphoma",,12,,,6,,,4,20,102
NCT02430480,Phase 2,03/06/2015,Actual,enzalutamide,Neoadjuvant Androgen Deprivation and Enzalutamide: Using Multiparametric MRI to Evaluate Intraprostatic Tumor Responses and Androgen Resistance Patterns in Newly Diagnosed Prostate Cancer,Using Multiparametric MRI to Evaluate Intraprostatic Tumor Responses and Androgen Resistance Patterns in Newly Diagnosed Prostate Cancer,0,2,6,0,1,,0,,5,64
NCT02441517,Phase 4,28/10/2015,Actual,enzalutamide,"A Multicenter, Open-label, Single-arm, Study of Enzalutamide Re-Treatment in Metastatic Castration-Resistant Prostate Cancer, As First Treatment Post-Chemotherapy in Patients Who Have Previously Received Enzalutamide in the Pre-Chemotherapy Setting",A Study of Enzalutamide Re-treatment in Metastatic Castration-resistant Prostate Cancer After Docetaxel and/or Cabazitaxel Treatment,0,1,0,0,1,,0,,0,6
NCT02457910,Phase 1/Phase 2,30/06/2015,Actual,enzalutamide,"A Phase Ib/II Trial of Taselisib (GDC-0032), a PI3K Inhibitor, in Combination With Enzalutamide in Patients With Androgen Receptor Positive Triple Negative Metastatic Breast Cancer",Taselisib and Enzalutamide in Treating Patients With Androgen Receptor Positive Triple-Negative Metastatic Breast Cancer,0,0,2,0,,,0,,2,56
NCT02474927,Phase 2,01/11/2015,Actual,carfilzomib,Combination Therapy With the Proteasome Inhibitor Carfilzomib for the Antibody-Mediated Rejection Diagnosis in Lung Transplantation Trial (PICARD-Lung),Combination Therapy With Carfilzomib for the Antibody-Mediated Rejection Diagnosis in Lung Transplantation,0,0,5,0,0,,0,,0,39
NCT02488759,Phase 1/Phase 2,13/10/2015,Actual,daratumumab,"Non-Comparative, Open-Label, Multiple Cohort, Phase 1/2 Study of Nivolumab Monotherapy and Nivolumab Combination Therapy in Subjects With Virus-Positive and Virus-Negative Solid Tumors","An Investigational Immuno-therapy Study to Investigate the Safety and Effectiveness of Nivolumab, and Nivolumab Combination Therapy in Virus-associated Tumors",12,112,34,0,,,0,,48,950
NCT02489123,Phase 2,11/08/2015,Actual,enzalutamide,Androgen Receptor Targeting in Mantle Cell Lymphoma: A Pilot Trial of Enzalutamide,Enzalutamide in Treating Patients With Relapsed or Refractory Mantle Cell Lymphoma,0,0,1,0,0,,0,,0,15
NCT02491359,Phase 2,12/11/2015,Actual,carfilzomib,Carfilzomib for Treatment of Chronic Graft vs. Host Disease,Carfilzomib in Treating Patients With Chronic Graft-Versus-Host Disease,0,0,3,1,3,,0,,0,33
NCT02491411,Not Applicable,30/09/2015,Actual,enzalutamide,A Pilot Study of Dexamethasone Therapy Prior to Rechallenge With Enzalutamide in Men With Metastatic Castration-Resistant Prostate Cancer Dex EXTends Enza Response (The DEXTER Trial),Dexamethasone Prior to Re-treatment With Enzalutamide in Treating Patients With Metastatic Hormone-Resistant Prostate Cancer Previously Treated With Enzalutamide and Docetaxel,0,0,1,0,0,,0,,4,3
NCT02492750,Phase 1,30/04/2016,Actual,lenalidomide,Phase I/II Double Blind Randomized Trial of Lenalidomide/Dexamethasone/Anakinra vs. Lenalidomide/Dexamethasone/Placebo in Patients With Early Stage Multiple Myeloma and High Plasma Cell Growth Rate,Lenalidomide and Dexamethasone With or Without Anakinra in Treating Patients With Early Stage Multiple Myeloma,,,,,0,,,,0,28
NCT02500901,Phase 1,31/03/2016,Actual,enzalutamide,Combined Targeting of the Androgen Receptor in Metastatic Castrate-Resistant Prostate Cancer With Enzalutamide and the Poly (ADP- Ribose) Polymerase (PARP) Inhibitor Niraparib: Hoosier Cancer Research Network GU14-202,Enzalutamide and Niraparib in the Treatment of Metastatic Castrate-Resistant Prostate Cancer (CRPC),0,0,0,0,0,,0,,0,4
NCT02508636,Phase 2,22/12/2015,Actual,enzalutamide,Phase II Trial of Definitive Radiotherapy With Leuprolide and Enzalutamide in High Risk Prostate Cancer,Trial of Radiotherapy With Leuprolide and Enzalutamide in High Risk Prostate Cancer,0,1,2,0,0,,0,,2,17
NCT02522715,Phase 1/Phase 2,13/10/2015,Actual,enzalutamide,A Phase I/II Trial of Concurrent Chemohormonal Therapy Using Enzalutamide (MDV-3100) and Cabazitaxel in Patients With Metastatic Castration Resistant Prostate Cancer,"Enzalutamide and Cabazitaxel in Treating Patients With Metastatic, Castration-Resistant Prostate Cancer",0,2,0,2,,,0,,6,62
NCT02528643,Phase 2,09/11/2015,Actual,enzalutamide,"A Phase 2, Randomized, Double-Blind, Placebo-Controlled Study to Assess the Efficacy and Safety of Enzalutamide in Subjects With Advanced Hepatocellular Carcinoma",A Study to Assess the Efficacy and Safety of Enzalutamide in Subjects With Advanced Hepatocellular Carcinoma,0,154,16,2,6,,,2,0,480
NCT02538965,Phase 2,19/11/2015,Actual,lenalidomide,"A Phase 2, Multicenter, Single-arm, Open-label Study to Evaluate the Activity, Safety and Pharmacokinetics of Lenalidomide (Revlimid®) in Pediatric Subjects From 1 to = 18 Years of Age With Relapsed or Refractory Acute Myeloid Leukemia.",A Study of Lenalidomide in Pediatric Subjects With Relapsed or Refractory Acute Myeloid Leukemia,,1,0,,,,,1,3,12
NCT02561273,Phase 1/Phase 2,31/10/2015,Actual,lenalidomide,"A Phase I/II Trial of CHOEP Chemotherapy Plus Lenalidomide as Front Line Therapy for Patients With Stage II, III and IV Peripheral T-Cell Non-Hodgkin's Lymphoma",Combination Chemotherapy and Lenalidomide in Treating Patients With Newly Diagnosed Stage II-IV Peripheral T-cell Non-Hodgkin's Lymphoma,0,6,8,0,,,0,,8,64
NCT02579863,Phase 3,19/10/2015,Actual,lenalidomide,A Phase III Study of Lenalidomide and Low-Dose Dexamethasone With or Without Pembrolizumab (MK3475) in Newly Diagnosed and Treatment Naïve Multiple Myeloma (KEYNOTE 185).,Study of Lenalidomide and Dexamethasone With or Without Pembrolizumab (MK-3475) in Participants With Newly Diagnosed Treatment Naive Multiple Myeloma (MK-3475-185/KEYNOTE-185),0,108,24,2,16,,2,,58,1030
NCT02589145,Phase 1/Phase 2,22/06/2016,Actual,lenalidomide,Lenalidomide Combined With Vorinostat/Gemcitabine/Busulfan/Melphalan With Autologous Stem-Cell Transplantation in Diffuse Large B-Cell Lymphoma of the ABC Subtype,Lenalidomide Combined With Vorinostat/Gemcitabine/Busulfan/Melphalan With Autologous Stem-Cell Transplantation in Diffuse Large B-Cell Lymphoma of the ABC Subtype,0,2,0,0,6,,0,,2,22
NCT02597062,Phase 2,29/03/2016,Actual,carfilzomib,A Single Arm Phase II Study of High-Dose Weekly Carfilzomib Plus Cyclophosphamide and Dexamethasone in the Treatment of Relapsed Multiple Myeloma After 1-3 Prior Therapies,High-Dose Weekly Carfilzomib Plus Cyclophosphamide and Dexamethasone in the Treatment of Relapsed Multiple Myeloma,3,1,2,0,,,0,,1,68
NCT02605863,Phase 2,31/01/2016,Actual,enzalutamide,The Effect of Androgen Deprivation Therapy With Enzalutamide on Bladder Cancer Chemoprevention,Enzalutamide for Bladder Cancer Chemoprevention,0,0,0,0,0,,0,,0,4
NCT02607228,Phase 1/Phase 2,08/12/2015,Actual,enzalutamide,"A Phase 1b/2 Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of GS-5829 as a Single Agent and In Combination With Enzalutamide in Subjects With Metastatic Castrate-Resistant Prostate Cancer","Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of GS-5829 (Alobresib) as a Single Agent and In Combination With Enzalutamide in Participants With Metastatic Castrate-Resistant Prostate Cancer",,,6,,4,,,2,2,110
NCT02619682,Phase 2,30/12/2015,Actual,lenalidomide,Alternating the Administration of Ixazomib and Lenalidomide as Maintenance Therapy After Autologous Transplant for Treating Multiple Myeloma,Alternating Ixazomib Citrate and Lenalidomide as Maintenance Therapy After Stem Cell Transplant in Treating Patients With Multiple Myeloma,1,0,2,0,1,,0,,0,56
NCT02631577,Phase 1/Phase 2,31/12/2015,Actual,lenalidomide,A Phase Ib/II Study Evaluating the Safety and Efficacy of Atezolizumab in Combination With Obinutuzumab Plus Lenalidomide in Patients With Relapsed or Refractory Follicular Lymphoma,A Study Evaluating the Safety and Efficacy of Atezolizumab in Combination With Obinutuzumab Plus Lenalidomide in Patients With Relapsed or Refractory Follicular Lymphoma,,,,,2,,,,82,68
NCT02677896,Phase 3,09/03/2016,Actual,enzalutamide,"A Multinational, Phase 3, Randomized, Double-blind, Placebo-controlled Efficacy and Safety Study of Enzalutamide Plus Androgen Deprivation Therapy (ADT) Versus Placebo Plus ADT in Patients With Metastatic Hormone Sensitive Prostate Cancer (mHSPC)",A Study of Enzalutamide Plus Androgen Deprivation Therapy (ADT) Versus Placebo Plus ADT in Patients With Metastatic Hormone Sensitive Prostate Cancer (mHSPC),0,310,32,0,166,,0,,204,3888
NCT02685267,Phase 2,29/02/2016,Actual,enzalutamide,A Phase II Randomized Prospective Trial of Docetaxel/Prednisone Versus Docetaxel/Prednisone and Enzalutamide in Castration-Resistant Prostate Cancer (CRPC) Patients Progressing on Enzalutamide,Docetaxel/Prednisone Versus Docetaxel/Prednisone and Enzalutamide in Castration-Resistant Prostate Cancer,0,0,8,0,,,0,,0,10
NCT02685826,Phase 1/Phase 2,25/04/2016,Actual,lenalidomide,"A Phase 1/2 Multicenter, Open-label Study to Determine the Recommended Dose and Regimen of Durvalumab (MEDI4736) in Combination With Lenalidomide (LEN) With and Without Dexamethasone (DEX)in Subjects With Newly Diagnosed Multiple Myeloma (NDMM)",A Study of Durvalumab in Combination With Lenalidomide With and Without Dexamethasone in Adults With Newly Diagnosed Multiple Myeloma,0,4,2,0,,,0,,12,94
NCT02711956,Phase 1/Phase 2,31/12/2016,Actual,enzalutamide,A Phase 1b/2a Safety and Tolerability Study of ZEN003694 in Combination With Enzalutamide in Patients With Metastatic Castration-Resistant Prostate Cancer,A Study of ZEN003694 in Combination With Enzalutamide in Patients With Metastatic Castration-Resistant Prostate Cancer,0,8,8,0,14,,0,,8,262
NCT02720510,Phase 2,14/06/2016,Actual,lenalidomide,"A Randomized, Phase II Trial Evaluating the Efficacy and Safety of Lenalidomide, Bortezomib and Dexamethasone (RVD) With or Without Panobinostat in Transplant Eligible, Newly Diagnosed Multiple Myeloma","A Trial Evaluating Efficacy & Safety of RVD +/- Panobinostat in Transplant Eligible, Newly Diagnosed Multiple Myeloma (NDMM)",0,0,6,0,,,0,,0,6
NCT02728102,Phase 2,31/07/2016,Actual,lenalidomide,Phase II Multicenter Trial of Single Autologous Hematopoietic Cell Transplant Followed by Lenalidomide Maintenance for Multiple Myeloma With or Without Vaccination With Dendritic Cell/Myeloma Fusions (BMT CTN 1401),Dendritic Cell/Myeloma Fusion Vaccine for Multiple Myeloma (BMT CTN 1401),2,8,30,0,22,,0,,26,472
NCT02733042,Phase 1/Phase 2,11/05/2016,Actual,lenalidomide,"A Phase 1/2, Open-label, Multi-center Study to Assess the Safety and Tolerability of Durvalumab (Anti-PDL1 Antibody) as Monotherapy and in Combination Therapy in Subjects With Lymphoma or Chronic Lymphocitic Leukemia","A Study to Determine Dose, Safety, and Efficacy of Durvalumab as Monotherapy and in Combination Therapy in Subjects With Lymphoma or Chronic Lymphocytic Leukemia",0,26,2,0,4,,,4,110,278
NCT02749903,Phase 2,30/06/2016,Actual,enzalutamide,A Phase II Study of Enzalutamide (NSC# 766085) for Patients With Androgen Receptor Positive Salivary Cancers,Enzalutamide for Patients With Androgen Receptor Positive Salivary Cancers,0,2,1,0,,,0,,4,39
NCT02758132,Phase 2,01/03/2016,Actual,enzalutamide,"Denosumab Plus Enzalutamide, Abiraterone and Prednisone Compared to Denosumab Plus Enzalutamide Alone for Men With Castrate Resistant Prostate Cancer (CRPC) With Bone Metastases: Clinical Testing and Feasibility of a Serum-based Metabolomics Profile","Denosumab Plus Enzalutamide, Abiraterone and Prednisone Compared to Denosumab Plus Enzalutamide Alone for Men With Castrate Resistant Prostate Cancer (CRPC) With Bone Metastases",0,0,0,0,,,0,,2,0
NCT02799745,Phase 2,09/06/2016,Actual,enzalutamide,A Randomized Study of Enzalutamide in Patients With Localized Prostate Cancer Undergoing Active Surveillance (ENACT),A Randomized Study of Enzalutamide in Patients With Localized Prostate Cancer Undergoing Active Surveillance,0,2,42,0,24,,0,,2,838
NCT02807454,Phase 2,07/07/2016,Actual,daratumumab,"A Phase 2, Multicenter, Open-label, Study to Determine the Safety and Efficacy for the Combination of Durvalumab (DURVA) and Daratumumab (DARA) (D2) in Subjects With Relapsed and Refractory Multiple Myeloma (RRMM)",A Study to Determine the Safety and Efficacy for the Combination of Durvalumab and Daratumumab in Relapsed and Refractory Multiple Myeloma,,,,,0,,,,0,74
NCT02843074,Phase 2,21/09/2016,Actual,lenalidomide,"Phase 2 Study Assessing Feasibility and Tolerance of the Combination of Elotuzumab, Lenalidomide and Dexamethasone in Induction, Consolidation and Maintenance Treatment of Transplant-Eligible Patients Newly Diagnosed With Multiple Myeloma","Elotuzumab, Lenalidomide and Dexamethasone in Treatment of Transplant-Eligible Newly Diagnosed Multiple Myeloma Patients",0,0,11,0,,,0,,0,41
NCT02867618,Phase 1/Phase 2,16/10/2016,Actual,carfilzomib,Phase I/II Study of Carfilzomib and a PI3Kdelta Inhibitor TGR-1202 in the Treatment of Patients With Relapsed or Refractory Lymphoma,Carfilzomib and TGR-1202 in Treatment of R/R Lymphoma,0,2,3,0,2,,0,,2,19
NCT02875067,Phase 1/Phase 2,29/08/2016,Actual,lenalidomide,"A Phase I/II Study of the Combination of Pembrolizumab and Lenalidomide, in Patients With Relapsed Non-Hodgkin and Hodgkin Lymphoma","Safety & Efficacy Study of Combination of Pembrolizumab and Lenalidomide, in Patients With Relapsed Non-Hodgkin and Hodgkin Lymphoma",0,0,1,0,2,,2,,0,7
NCT02880228,Phase 2,16/09/2016,Actual,lenalidomide,"Phase 2 Trial of Pembrolizumab, Lenalidomide, and Dexamethasone for Initial Therapy of Newly Diagnosed Multiple Myeloma Eligible for Stem Cell Transplantation","Pembrolizumab, Lenalidomide, and Dexamethasone in Treating Patients With Newly Diagnosed Multiple Myeloma Eligible for Stem Cell Transplant",0,0,0,0,0,,0,,2,20
NCT02898259,Phase 1/Phase 2,20/02/2017,Actual,lenalidomide,"A Phase IB/II Trial of Lenalidomide (Revlimid®), Ixazomib and Rituximab (RIXAR) as Front-line Therapy for High Risk Indolent B Cell Lymphoma","Lenalidomide, Ixazomib, and Rituximab as Front-Line Therapy for High Risk Indolent B-Cell Lymphoma",0,0,2,0,0,,0,,0,74
NCT02917941,Phase 2,01/11/2016,Actual,lenalidomide,"A Phase 2, Open-Label, Multicenter Study of Ixazomib Plus Lenalidomide and Dexamethasone in Adult Japanese Patients With Relapsed and/or Refractory Multiple Myeloma",A Study of Ixazomib Plus Lenalidomide and Dexamethasone in Adult Japanese Participants With Relapsed and/or Refractory Multiple Myeloma,,34,,,,,,,,34
NCT02927925,Phase 2,14/02/2017,Actual,daratumumab,"An Open Label, Phase 2 Study to Assess the Clinical Efficacy and Safety of Daratumumab in Patients With Relapsed or Refractory Natural Killer/T-Cell Lymphoma, Nasal Type","A Study to Assess the Clinical Efficacy and Safety of Daratumumab in Participants With Relapsed or Refractory Natural Killer/T-Cell Lymphoma (NKTCL), Nasal Type",0,32,0,0,0,,0,,0,32
NCT02944565,Phase 2,22/02/2017,Actual,daratumumab,Daratumumab Infusion Acceleration,Daratumumab in Treating Patients With Multiple Myeloma,0,0,3,0,,,0,,1,24
NCT02951819,Phase 2,09/11/2016,Actual,daratumumab,"Daratumumab Plus Cyclophosphamide, Bortezomib and Dexamethasone (Dara-CyBorD) in Previously Untreated and Relapsed Subjects With Multiple Myeloma",A Study to Evaluate Dara-CyBorD in Previously Untreated and Relapsed Subjects With Multiple Myeloma,0,4,22,0,10,,0,,20,344
NCT02954406,Phase 1,05/03/2017,Actual,lenalidomide,"A Phase 1b, Dose Escalation Study to Determine the Recommended Phase 2 Dose of TAK-659 in Combination With Bendamustine (±Rituximab), Gemcitabine, Lenalidomide, or Ibrutinib for the Treatment of Patients With Advanced Non-Hodgkin Lymphoma After At Least 1 Prior Line of Therapy","A Study of TAK-659 in Combination With Bendamustine (+/-Rituximab), Gemcitabine, Lenalidomide, or Ibrutinib for the Treatment of Participants With Advanced Non-Hodgkin Lymphoma",0,2,6,0,4,,0,,6,154
NCT03000452,Phase 2,14/03/2017,Actual,daratumumab,"MEDI4736-MM-005 (FUSION MM-005): A Phase 2, Multicenter, Single-Arm, Study to Determine the Efficacy for the Combination of Durvalumab (DURVA) Plus Daratumumab (DARA) (D2) in Subjects With Relapsed and Refractory Multiple Myeloma (RRMM) That Have Progressed While on Current Treatment Regimen Containing Daratumumab.",A Study to Determine the Efficacy of the Combination of Daratumumab (DARA) Plus Durvalumab (DURVA) (D2) in Subjects With Relapsed and Refractory Multiple Myeloma (RRMM),0,0,1,,,,,,2,15
NCT03003520,Phase 2,28/02/2017,Actual,lenalidomide,"A Phase 2, Open-label, Multicenter Study to Evaluate the Safety and Clinical Activity of Durvalumab in Combination With Rituximab, Cyclophosphamide, Doxorubicin, Vincristine, Prednisone (R-CHOP) or With Lenalidomide Plus R-CHOP (R2-CHOP) in Subjects With Previously Untreated, High-Risk Diffuse Large B-Cell Lymphoma",A Study of Durvalumab in Combination With R-CHOP or Lenalidomide Plus R-CHOP in Previously Untreated High-Risk Diffuse Large B-Cell Lymphoma,0,0,0,0,0,,,2,0,182
NCT03011034,Phase 2,14/02/2017,Actual,daratumumab,A Phase 2 Proof-of-Concept Study to Separately Evaluate the Activity of Talacotuzumab (JNJ-56022473) or Daratumumab in Transfusion-Dependent Subjects With Low or Intermediate-1 Risk Myelodysplastic Syndromes (MDS) Who Are Relapsed or Refractory to Erythropoiesis-Stimulating Agent (ESA) Treatment,Study to Separately Evaluate the Activity of Talacotuzumab (JNJ-56022473) or Daratumumab in Transfusion-Dependent Participants With Low or Intermediate-1 Risk Myelodysplastic Syndromes (MDS) Who Are Relapsed or Refractory to Erythropoiesis-Stimulating Agent (ESA) Treatment,,,,,8,,,,4,56
NCT03016312,Phase 3,10/01/2017,Actual,enzalutamide,"A Phase III, Multicenter, Randomized Study of Atezolizumab (Anti-PD-L1 Antibody) in Combination With Enzalutamide Versus Enzalutamide Alone in Patients With Metastatic Castration-Resistant Prostate Cancer After Failure of an Androgen Synthesis Inhibitor and Failure of, Ineligibility for, or Refusal of a Taxane Regimen","A Study of Atezolizumab (Anti-PD-L1 Antibody) in Combination With Enzalutamide in Participants With Metastatic Castration-Resistant Prostrate Cancer (mCRPC) After Failure of an Androgen Synthesis Inhibitor And Failure of, Ineligibility For, or Refusal of a Taxane Regimen",2,272,30,2,58,,4,,174,2542
NCT03019640,Phase 2,10/10/2017,Actual,lenalidomide,Immunotherapy With Ex Vivo-Expanded Cord Blood-Derived NK Cells Combined With Rituximab High-Dose Chemotherapy and Autologous Stem Cell Transplant for B-Cell Non-Hodgkin's Lymphoma,"Umbilical Cord Blood NK Cells, Rituximab, High-Dose Chemotherapy, and Stem Cell Transplant in Treating Patients With Recurrent or Refractory B-Cell Non-Hodgkin's Lymphoma",,,,,3,,,,0,19
NCT03023423,Phase 1/Phase 2,23/12/2016,Actual,daratumumab,"A Phase 1b/2, Open-Label, Randomized Study of Daratumumab Administered in Combination With Atezolizumab Compared With Atezolizumab Alone in Subjects With Previously Treated Advanced or Metastatic Non-Small Cell Lung Cancer",A Study of Daratumumab in Combination With Atezolizumab Compared With Atezolizumab Alone in Participants With Previously Treated Advanced or Metastatic Non-Small Cell Lung Cancer,0,0,0,0,2,,0,,62,332
NCT03029234,Phase 3,31/03/2017,Actual,carfilzomib,"An Open-label, Single-arm, Phase 3 Study of Carfilzomib in Combination With Dexamethasone in Subjects With Relapsed and Refractory Multiple Myeloma in China",Carfilzomib in Combination With Dexamethasone (Kd) in Chinese Patients With Relapsed & Refractory Multiple Myeloma,,123,,,,,,,,
NCT03095118,Phase 2,07/09/2017,Actual,daratumumab,Single-center Phase 2 Open-label Trial Evaluating Efficacy and Safety of Daratumumab in Treatment of Patients With Proliferative Glomerulonephritis With Monoclonal Immune Deposits and C3 Glomerulopathy Associated With Monoclonal Gammopathy,Daratumumab in Treatment of PGNMID and C3 GN,0,1,0,0,,,0,,0,11
NCT03098550,Phase 1/Phase 2,15/06/2017,Actual,daratumumab,Phase 1/2 Study to Evaluate the Safety and Preliminary Efficacy of Nivolumab Combined With Daratumumab in Participants With Advanced or Metastatic Solid Tumors,"A Study to Test the Safety and Effectiveness of Nivolumab Combined With Daratumumab in Patients With Pancreatic, Non-Small Cell Lung or Triple Negative Breast Cancers, That Have Advanced or Have Spread",,,,,2,,,,120,88
NCT03150056,Phase 1,18/07/2017,Actual,enzalutamide,"A Phase IB Open-label, Dose Escalation and Expansion Study to Investigate the Safety, Pharmacokinetics, Pharmacodynamics and Clinical Activity of GSK525762 in Combination With Androgen Deprivation Therapy and Other Agents in Subjects With Castrate-resistant Prostate Cancer (CRPC)",Dose Escalation and Dose Expansion Study of GSK525762 in Combination With Androgen Deprivation Therapy in Participants With Castrate-resistant Prostate Cancer,,4,6,,,2,,,,134
NCT03158688,Phase 3,13/06/2017,Actual,carfilzomib,"A Randomized, Open-label, Phase 3 Study Comparing Carfilzomib, Dexamethasone, and Daratumumab to Carfilzomib and Dexamethasone for the Treatment of Patients With Relapsed or Refractory Multiple Myeloma","Study of Carfilzomib, Daratumumab and Dexamethasone for Patients With Relapsed and/or Refractory Multiple Myeloma.",,132,18,,16,,,50,42,1606
NCT03158688,Phase 3,13/06/2017,Actual,daratumumab,"A Randomized, Open-label, Phase 3 Study Comparing Carfilzomib, Dexamethasone, and Daratumumab to Carfilzomib and Dexamethasone for the Treatment of Patients With Relapsed or Refractory Multiple Myeloma","Study of Carfilzomib, Daratumumab and Dexamethasone for Patients With Relapsed and/or Refractory Multiple Myeloma.",,132,18,,16,,,50,42,1606
NCT03187262,Phase 2,27/11/2017,Actual,daratumumab,A Phase 2 Study of Daratumumab in Patients With Relapsed or Refractory Waldenström Macroglobulinemia,A Study of Daratumumab in Patients With Relapsed or Refractory Waldenström Macroglobulinemia,0,0,0,0,,,0,,0,13
NCT03201965,Phase 3,05/10/2017,Actual,daratumumab,"A Randomized Phase 3 Study to Evaluate the Efficacy and Safety of Daratumumab in Combination With Cyclophosphamide, Bortezomib and Dexamethasone (CyBorD) Compared to CyBorD Alone in Newly Diagnosed Systemic AL Amyloidosis","A Study to Evaluate the Efficacy and Safety of Daratumumab in Combination With Cyclophosphamide, Bortezomib and Dexamethasone (CyBorD) Compared to CyBorD Alone in Newly Diagnosed Systemic Amyloid Light-chain (AL) Amyloidosis",6,128,30,2,46,,2,,50,1400
NCT03256045,Phase 2,08/02/2018,Actual,carfilzomib,CLBH589DUS108T: Panobinostat With Carfilzomib and Dexamethasone for Relapsed/Refractory Multiple Myeloma: Correlation With In Vitro Chemosensitivity Testing,"Panobinostat, Carfilzomib, and Dexamethasone in Patients With Relapsed or Refractory Multiple Myeloma",0,0,0,0,1,,0,,0,17
