nct_id,phase,start_date,enrollment_type,name,official_title,brief_title,American Indian/ Alaska Native,Asian/ Asian Heritage,Black/ Black Heritage,Hawaiian/ Other Pacific Islander,Hispanic/ Latino,Middle Eastern,Mixed,Other,Unknown or Not Reported,White/ White Heritage
NCT03374488,Phase 3,22/12/2017,Actual,pembrolizumab,"A Phase 3 Randomized, Double-Blind Clinical Study of Pembrolizumab + Epacadostat vs Pembrolizumab + Placebo as a Treatment for Recurrent or Progressive Metastatic Urothelial Carcinoma in Patients Who Have Failed a First-Line Platinum-containing Chemotherapy Regimen for Advanced/Metastatic Disease (KEYNOTE-698/ECHO-303)",Pembrolizumab + Epacadostat vs Pembrolizumab + Placebo in Recurrent or Progressive Metastatic Urothelial Carcinoma,,,,,0,,,150,18,
NCT03376659,Phase 1/Phase 2,08/08/2018,Actual,durvalumab,"A Phase I/II Trial of the PD-L1 Inhibitor, Durvalumab Plus CV301 in Combination With Maintenance Chemotherapy for Patients With Metastatic Colorectal or Pancreatic Adenocarcinoma",Durvalumab Plus CV301 With Maintenance Chemotherapy in Metastatic Colorectal or Pancreatic Adenocarcinoma,0,0,1,0,0,,0,7,1,7
NCT03382899,Phase 2,19/03/2018,Actual,pembrolizumab,A Randomized Phase 2 Trial of AM0010 in Combination With Pembrolizumab vs. Pembrolizumab Alone as First-Line (1L) Therapy in Patients With Stage IV / Metastatic Wild Type (WT) Non-Small Cell Lung Cancer and Tumors With High Expression of PD-L1 (> 50%),Study of Pegilodecakin (LY3500518) With Pembrolizumab Compared to Pembrolizumab Alone First-line Tx in Participants With Metastatic Non-Small Cell Lung Cancer,0,6,20,0,10,,14,174,26,154
NCT03382912,Phase 2,22/03/2018,Actual,nivolumab,A Randomized Phase 2 Trial of AM0010 in Combination With Nivolumab vs. Nivolumab Alone as Second-Line Therapy in Subjects With Stage IV / Metastatic Wild Type Non-Small Cell Lung Cancer and Low Tumor Expression of PD-L1,Study of Pegilodecakin (LY3500518) With Nivolumab Compared to Nivolumab Alone Second-line Tx in Participants With Metastatic Non-Small Cell Lung Cancer,0,2,8,0,4,,0,88,20,86
NCT03390296,Phase 1/Phase 2,27/12/2017,Actual,avelumab,"An Open-Label Phase Ib/II Multi-Arm Study of OX40 Agonist Monoclonal Antibody (mAb), Anti-PDL1 mAb, Smoothened Inhibitor, Anti-CD33 mAb, Bcl-2 Inhibitor and Azacitidine as Single-Agents and/or Combinations for the Treatment of Patients With Acute Myeloid Leukemia (AML)","OX40, Venetoclax, Avelumab, Glasdegib, Gemtuzumab Ozogamicin, and Azacitidine in Relapsed or Refractory Acute Myeloid Leukemia",0,2,8,0,,,0,,8,82
NCT03394885,Phase 1/Phase 2,19/06/2018,Actual,atezolizumab,Atezolizumab in Combination With Neoadjuvant Chemotherapy and Interval Cytoreductive Surgery for Patients With Newly-Diagnosed Advanced-Stage Epithelial Ovarian Cancer,Atezolizumab With Neoadjuvant Chemotherapy for Patients With Newly-Diagnosed Advanced-Stage Ovarian Cancer,0,1,2,0,1,,1,17,0,14
NCT03396471,Phase 2,01/02/2018,Actual,pembrolizumab,Single-arm Phase 2 Study to Examine Pembrolizumab and Concurrent Radiation to Induce an Abscopal Effect in Patients With Previously Treated Carcinoma of Unknown Primary (CUP16-268),Study of Pembrolizumab and Concurrent Radiation in Patients With Previously Treated Carcinoma of Unknown Primary,0,0,0,0,2,,0,11,1,14
NCT03396952,Phase 2,19/04/2018,Actual,pembrolizumab,Prostaglandin Inhibition and Programmed Cell Death Protein 1 (PD-1)/Cytotoxic T-lymphocyte-Associated Protein 4 (CTLA4) Blockade in Melanoma,Prostaglandin Inhibition and Immune Checkpoint Blockade in Melanoma,0,0,0,0,2,,0,25,1,26
NCT03406715,Phase 2,15/03/2018,Actual,nivolumab,Combination Immunotherapy With Ipilimumab and Nivolumab Plus a Dendritic Cell Based p53 Vaccine (Ad.p53-DC) in Patients With Relapsed Small Cell Lung Cancer (SCLC),Combination Immunotherapy-Ipilimumab-Nivolumab-Dendritic Cell p53 Vac - Patients With Small Cell Lung Cancer (SCLC),0,0,0,0,0,,0,14,0,14
NCT03406858,Phase 2,07/06/2018,Actual,pembrolizumab,Phase II Trial of Immune Checkpoint Inhibitor With Anti-CD3 x Anti-HER2 Bispecific Antibody Armed Activated T Cells in Metastatic Castrate Resistant Prostate Cancer,Pembro and HER2Bi-Armed Activated T Cells in Treating Patients With Metastatic Castration Resistant Prostate Cancer,0,0,1,0,,,0,,0,12
NCT03412565,Phase 2,26/04/2018,Actual,daratumumab,A Multicenter Phase 2 Study to Evaluate Subcutaneous Daratumumab in Combination With Standard Multiple Myeloma Treatment Regimens,A Study to Evaluate Subcutaneous Daratumumab in Combination With Standard Multiple Myeloma Treatment Regimens,0,10,20,0,32,,0,322,322,354
NCT03414684,Phase 2,30/01/2018,Actual,nivolumab,A Randomized Phase II Trial of Carboplatin With or Without Nivolumab in First-line Metastatic Triple-negative Breast Cancer,Carboplatin +/- Nivolumab in Metastatic Triple Negative Breast Cancer,,2,10,,4,,4,144,8,128
NCT03414983,Phase 2/Phase 3,20/02/2018,Actual,nivolumab,An Open-Label Exploratory Phase 2/3 Study of Nivolumab With Standard of Care Therapy vs Standard of Care Therapy for First-Line Treatment of Metastatic Colorectal Cancer,An Investigational Immunotherapy Study of Nivolumab With Standard of Care Therapy vs Standard of Care Therapy for First-Line Treatment of Colorectal Cancer That Has Spread,,,,,32,,,322,36,
NCT03417154,Phase 2,13/08/2018,Actual,nivolumab,Nivolumab and Oral Cyclophosphamide for Relapsed/Refractory Acute Myeloid Leukemia (AML) and Higher-Risk Myelodysplastic Syndrome (MDS),Nivolumab and Oral Cyclophosphamide for R/R AML and HIgh Risk MDS,0,0,0,0,,,0,,2,22
NCT03428217,Phase 2,24/04/2018,Actual,cabozantinib,"A Randomized, Double-Blind, Placebo-Controlled Phase 2 Clinical Trial Comparing CB-839 in Combination With Cabozantinib (CB-Cabo) vs. Placebo With Cabozantinib (Pbo-Cabo) in Patients With Advanced or Metastatic Renal Cell Carcinoma (RCC)",CANTATA: CB-839 With Cabozantinib vs. Cabozantinib With Placebo in Patients With Metastatic Renal Cell Carcinoma,,16,18,4,50,,,698,290,700
NCT03433703,Phase 2,26/04/2018,Actual,lenvatinib,"A Single-Arm, Multicenter, Phase 2 Trial to Evaluate Safety and Efficacy of Treatment of Physician Choice (TPC) Following First-Line Treatment of Lenvatinib in Subjects With Unresectable Hepatocellular Carcinoma (uHCC)",Trial to Evaluate Safety and Efficacy of Treatment of Physician Choice (TPC) Following First-Line Treatment of Lenvatinib in Subjects With Unresectable Hepatocellular Carcinoma (uHCC),0,0,2,0,0,,0,2,0,0
NCT03434379,Phase 3,15/03/2018,Actual,atezolizumab,"A Phase III, Open-Label, Randomized Study of Atezolizumab in Combination With Bevacizumab Compared With Sorafenib in Patients With Untreated Locally Advanced or Metastatic Hepatocellular Carcinoma",A Study of Atezolizumab in Combination With Bevacizumab Compared With Sorafenib in Patients With Untreated Locally Advanced or Metastatic Hepatocellular Carcinoma,2,956,20,0,26,,0,1298,128,350
NCT03435640,Phase 1/Phase 2,15/03/2018,Actual,nivolumab,"A Phase 1/2, Open-label, Multicenter, Dose Escalation and Dose Expansion Study of NKTR-262 in Combination With Bempegaldesleukin (NKTR-214) With or Without Nivolumab in Patients With Locally Advanced or Metastatic Solid Tumor Malignancies",REVEAL Study of NKTR-262 in Combination With NKTR-214 and Nivolumab in Patients With Locally Advanced / Metastatic Solid Tumor Malignancies,2,6,2,0,6,,0,120,2,118
NCT03439293,Phase 2,13/03/2018,Actual,daratumumab,"A Phase 2, Open-Label Study of Ixazomib+Daratumumab+Dexamethasone (IDd) in Relapsed and/or Refractory Multiple Myeloma (RRMM)",A Study of Ixazomib+Daratumumab+Dexamethasone (IDd) in Relapsed and/or Refractory Multiple Myeloma (RRMM),0,0,3,0,1,,0,55,10,53
NCT03442569,Phase 2,09/03/2018,Actual,nivolumab,"Phase II Multicenter Trial of Panitumumab, Nivolumab, and Ipilimumab for KRAS/NRAS/BRAF Wild-type MSS Refractory Metastatic Colorectal Adenocarcinoma","PhII Trial Panitumumab, Nivolumab, Ipilimumab in Kras/Nras/BRAF Wild-type MSS Refractory mCRC",0,3,7,0,1,,0,54,3,44
NCT03444766,Phase 4,06/03/2018,Actual,nivolumab,Safety Study of Nivolumab for Selected Advanced Malignancies in India,Study of Nivolumab for Advanced Cancers in India,0,100,0,0,0,,0,0,100,0
NCT03447314,Phase 1,26/03/2018,Actual,pembrolizumab,"A Phase I, Open-Label Study of GSK1795091 Administered in Combination With Immunotherapies in Participants With Advanced Solid Tumors",Study of a Combination of GSK1795091 and Immunotherapies in Subjects With Advanced Solid Tumors,,4,,,,2,,,10,92
NCT03462719,Phase 3,17/04/2018,Actual,venetoclax,"A Randomized, Open-label, Phase 3 Study of the Combination of Ibrutinib Plus Venetoclax Versus Chlorambucil Plus Obinutuzumab for the First-line Treatment of Subjects With Chronic Lymphocytic Leukemia (CLL)/Small Lymphocytic Lymphoma (SLL).",A Study of the Combination of Ibrutinib Plus Venetoclax Versus Chlorambucil Plus Obinutuzumab for the First-line Treatment of Participants With Chronic Lymphocytic Leukemia (CLL)/Small Lymphocytic Lymphoma (SLL),0,2,0,0,8,,2,400,28,404
NCT03463161,Phase 2,23/03/2018,Actual,pembrolizumab,"A Phase II Study of Epacadostat + Pembrolizumab in Head and Neck Cancer Patients, Who Failed Prior PD-1/PD-L1 Therapy",Epacadostat and Pembrolizumab in Patients With Head and Neck Cancer That Have Failed Prior Immunotherapy,0,0,0,0,,,0,,0,2
NCT03465722,Phase 3,26/03/2018,Actual,regorafenib,"An International, Multicenter, Open-label, Randomized, Phase 3 Study of BLU-285 vs Regorafenib in Patients With Locally Advanced Unresectable or Metastatic Gastrointestinal Stromal Tumor (GIST)",(VOYAGER) Study of Avapritinib vs Regorafenib in Patients With Locally Advanced Unresectable or Metastatic GIST,0,256,28,4,,,0,,100,564
NCT03465891,Phase 2,09/03/2018,Actual,atezolizumab,Two-Arm Parallel Phase 2 Clinical Trial of Atezolizumab With or Without Low Dose Local Radiotherapy (2 x 2Gy) in Patients With Relapsed/Refractory Advanced Stage Follicular Lymphoma,"Study of the PD-L1 Inhibitor Atezolizumab With or Without Low-dose, Local Radiation in Patients With Relapsed or Refractory Advanced Stage Follicular Lymphoma",0,0,0,0,0,,0,4,0,4
NCT03468985,Phase 2,01/03/2018,Actual,nivolumab,"A Randomized Phase II Trial of Nivolumab, Cabozantinib Plus Nivolumab, and Cabozantinib Plus Nivolumab Plus Ipilimumab in Patients With Previously Treated Non-Squamous NSCLC","Nivolumab, Cabozantinib S-Malate, and Ipilimumab in Treating Patients With Recurrent Stage IV Non-small Cell Lung Cancer",0,0,0,0,0,,0,4,2,6
NCT03470922,Phase 2/Phase 3,11/04/2018,Actual,nivolumab,"A Randomized, Double-Blind Phase 2/3 Study of Relatlimab Combined With Nivolumab Versus Nivolumab in Participants With Previously Untreated Metastatic or Unresectable Melanoma",A Study of Relatlimab Plus Nivolumab Versus Nivolumab Alone in Participants With Advanced Melanoma,2,0,10,0,94,,0,582,788,1380
NCT03473925,Phase 2,10/04/2018,Actual,pembrolizumab,A Phase II Study of Navarixin (MK-7123) in Combination With Pembrolizumab (MK-3475) in Participants With Selected Advanced/Metastatic Solid Tumors,Efficacy and Safety Study of Navarixin (MK-7123) in Combination With Pembrolizumab (MK-3475) in Adults With Selected Advanced/Metastatic Solid Tumors (MK-7123-034),0,50,10,0,4,,0,206,0,150
NCT03475004,Phase 2,17/09/2018,Actual,pembrolizumab,Phase II Study of Pembrolizumab in Combination With Binimetinib and Bevacizumab in Patients With Refractory Colorectal Cancer,"Study of Pembrolizumab, Binimetinib, and Bevacizumab in Patients With Refractory Colorectal Cancer",2,10,2,0,4,,0,102,6,86
NCT03481556,Phase 1/Phase 2,12/04/2018,Actual,daratumumab,An Open-Label Phase 1/2a Study of the Safety and Efficacy of Melflufen and Dexamethasone in Combination With Either Bortezomib or Daratumumab in Patients With Relapsed or Relapsed-Refractory Multiple Myeloma,Study of Melphalan Flufenamide (Melflufen) + Dex With Bortezomib or Daratumumab in Patients With RRMM,0,0,4,0,2,,0,102,16,100
NCT03482453,Phase 1,28/03/2018,Actual,tak-788,"Phase 1, Randomized, Double-blind, Placebo-Controlled, Single Rising Dose Study to Evaluate Pharmacokinetics, Safety, and Tolerability of TAK-788 Followed by Open-Label, Crossover Evaluation of the Effects of a Low-Fat Meal on TAK-788 Pharmacokinetics and Evaluation of Relative Bioavailability of TAK-788 Capsules in Healthy Subjects","A Study to Evaluate the Pharmacokinetics (PK), Safety and Tolerability of TAK-788 Followed by Evaluation of the Effects of a Low-Fat Meal on TAK-788 PK and Evaluation of Relative Bioavailability of TAK-788 Capsules in Healthy Participants",0,0,6,0,20,,0,118,0,132
NCT03496662,Phase 1/Phase 2,31/08/2018,Actual,nivolumab,A Phase I/II Study to Evaluate the Tolerability and Efficacy of BMS-813160 (CCR2/5 Inhibitor) With Nivolumab and Gemcitabine and Nab-paclitaxel in Borderline Resectable and Locally Advanced Pancreatic Ductal Adenocarcinoma (PDAC),BMS-813160 With Nivolumab and Gemcitabine and Nab-paclitaxel in Borderline Resectable and Locally Advanced Pancreatic Ductal Adenocarcinoma (PDAC),0,2,10,0,0,,0,80,0,68
NCT03497429,Phase 1,05/04/2018,Actual,niraparib,"A Phase 1, Open-label Study of Niraparib as Single Agent in Patients With Advanced Solid Tumors",A Study of Niraparib as Single Agent in Participants With Advanced Solid Tumors,0,18,0,0,,,0,,0,0
NCT03498196,Phase 1/Phase 2,14/12/2018,Actual,avelumab,A Window of Opportunity Trial: Avelumab in Non-metastatic Muscle Invasive Bladder Cancer (BL-AIR: Bladder Cancer-Avelumab for Invasive Resectable Disease),A Window of Opportunity Trial: Avelumab in Non-metastatic Muscle Invasive Bladder Cancer,0,0,1,0,0,,0,1,0,0
NCT03498612,Phase 2,09/07/2018,Actual,pembrolizumab,Phase II Window Study of Pembrolizumab in Untreated B-Cell Non-Hodgkin Lymphoproliferative Diseases,Pembrolizumab in Untreated B-Cell Non-Hodgkin Lymphoproliferative Diseases,0,0,0,0,1,,0,8,0,9
NCT03502681,Phase 1,12/06/2018,Actual,avelumab,"Phase 1b Clinical Trial of Eribulin Mesylate and the PD-L1 Monoclonal Antibody, Avelumab, in Cisplatin Ineligible Metastatic Urothelial Cell Cancer Patients",A Study Combining Eribulin Mesylate With Avelumab in Cisplatin Ineligible Metastatic Urothelial Cell Cancer Patients,0,0,0,0,0,,0,12,0,12
NCT03506048,Phase 2,16/01/2019,Actual,lenvatinib,A Phase 2 Study of Lenvatinib in Combination With Radioactive Iodine Therapy in Patients With Progressive RAI-Sensitive Differentiated Thyroid Cancer,Lenvatinib and Iodine Therapy in Treating Patients With Radioactive Iodine-Sensitive Differentiated Thyroid Cancer,1,0,0,0,0,,0,4,0,3
NCT03506360,Phase 2,19/06/2018,Actual,pembrolizumab,"Phase 2 Trial of Pembrolizumab, Ixazomib, and Dexamethasone for Relapsed Multiple Myeloma","Pembrolizumab, Ixazomib Citrate, and Dexamethasone in Treating Patients With Relapsed Multiple Myeloma",0,0,0,0,0,,0,12,1,13
NCT03515629,Phase 3,02/07/2018,Actual,pembrolizumab,"A Randomized, Phase 3, Open-Label Study of Combinations of REGN2810 (Anti-PD-1 Antibody), Platinum-based Doublet Chemotherapy, and Ipilimumab (Anti-CTLA-4 Antibody) Versus Pembrolizumab Monotherapy in First-Line Treatment of Patients With Advanced or Metastatic Non-Small Cell Lung Cancer With Tumors Expressing PD-L1 ���50%","REGN2810 (Anti-PD-1 Antibody), Platinum-based Doublet Chemotherapy, and Ipilimumab (Anti-CTLA-4 Antibody) Versus Pembrolizumab Monotherapy in Patients With Lung Cancer",0,0,0,0,0,,0,10,0,10
NCT03517449,Phase 3,11/06/2018,Actual,pembrolizumab,"A Multicenter, Open-label, Randomized, Phase 3 Trial to Compare the Efficacy and Safety of Lenvatinib in Combination With Pembrolizumab Versus Treatment of Physician's Choice in Participants With Advanced Endometrial Cancer",Lenvatinib in Combination With Pembrolizumab Versus Treatment of Physician's Choice in Participants With Advanced Endometrial Cancer (MK-3475-775/E7080-G000-309 Per Merck Standard Convention [KEYNOTE-775]),22,354,62,2,266,,40,1190,358,1014
NCT03532451,Phase 1,22/03/2019,Actual,nivolumab,Phase Ib Feasibility Trial of Neoadjuvant Nivolumab/Lirilumab in Cisplatin-Ineligible Muscle-Invasive Bladder Cancer,Phase Ib Feasibility Trial of Neoadjuvant Nivolumab/Lirilumab in Cisplatin-Ineligible Muscle-Invasive Bladder Cancer,0,0,4,0,0,,0,76,12,80
NCT03553836,Phase 3,12/09/2018,Actual,pembrolizumab,"Adjuvant Therapy With Pembrolizumab Versus Placebo in Resected High-risk Stage II Melanoma: A Randomized, Double-blind Phase 3 Study (KEYNOTE-716)",Safety and Efficacy of Pembrolizumab Compared to Placebo in Resected High-risk Stage II Melanoma (MK-3475-716/KEYNOTE-716),2,10,16,0,158,,2,1598,370,1748
NCT03563716,Phase 2,10/08/2018,Actual,atezolizumab,"A Phase II, Randomized, Blinded, Placebo-Controlled Study of Tiragolumab, An Anti-TIGIT Antibody, In Combination With Atezolizumab In Chemotherapy-Na��ve Patients With Locally Advanced Or Metastatic Non-Small Cell Lung Cancer",A Study of Tiragolumab in Combination With Atezolizumab in Chemotherapy-Na��ve Patients With Locally Advanced or Metastatic Non-Small Cell Lung Cancer,,82,,,2,,,246,46,164
NCT03566485,Phase 1/Phase 2,10/07/2018,Actual,atezolizumab,BRE 17107: A Phase Ib/II Trial of Atezolizumab (an Anti-PD-L1 Monoclonal Antibody) With Cobimetinib (a MEK1/2 Inhibitor) or Idasanutlin (an MDM2 Antagonist) in Metastatic ER+ Breast Cancer,Atezolizumab and Cobimetinib or Idasanutlin in Participants With Stage IV or Unresectable Recurrent Estrogen Receptor Positive Breast Cancer,0,0,0,0,0,,0,18,12,18
NCT03572478,Phase 1/Phase 2,14/08/2018,Actual,nivolumab,A Phase Ib/IIa Study of Rucaparib (PARP Inhibitor) Combined With Nivolumab in Metastatic Castrate - Resistant Prostate Cancer and Advanced/Recurrent Endometrial Cancer,Rucaparib and Nivolumab in Patients With Prostate or Endometrial Cancer,0,0,3,0,,,0,,0,9
NCT03584009,Phase 2,06/09/2018,Actual,venetoclax,"A Phase II, Multicenter, Randomized Study To Compare The Efficacy Of Venetoclax Plus Fulvestrant Versus Fulvestrant In Women With Estrogen Receptor-Positive, Her2-Negative Locally Advanced Or Metastatic Breast Cancer Who Experienced Disease Recurrence Or Progression During Or After CDK4/6 Inhibitor Therapy","A Phase II Study Comparing The Efficacy Of Venetoclax + Fulvestrant Vs. Fulvestrant In Women With Estrogen Receptor-Positive, Her2-Negative Locally Advanced Or Metastatic Breast Cancer Who Experienced Disease Recurrence Or Progression During Or After CDK4/6 Inhibitor Therapy",0,18,10,0,8,,2,186,16,172
NCT03597009,Phase 1/Phase 2,06/03/2019,Actual,nivolumab,A Phase Ib/II Study of IV Nivolumab and Intrapleural Talimogene Laherparepvec for Patients With Malignant Pleural Effusion,A Study of Nivolumab and Intrapleural Talimogene Laherparepvec for Malignant Pleural Effusion,0,0,0,0,0,,0,1,0,1
NCT03602586,Phase 2,28/09/2018,Actual,pembrolizumab,A Phase II Study of MK-3475 (Pembrolizumab) (NSC #776864) + Epacadostat (NSC #766086) in Recurrent Clear Cell Carcinoma of the Ovary,Testing Whether the Combination of Two Immunotherapy Drugs Have Activity in Recurrent or Persistent Clear Cell Ovarian Cancer,0,0,0,0,1,,0,13,0,14
NCT03617913,Phase 2,19/09/2018,Actual,avelumab,Phase II Study Evaluating Combination Chemotherapy + Radiotherapy (RT) With Avelumab in Muscle Invasive Bladder Cancer,Avelumab in Combination With Fluorouracil and Mitomycin or Cisplatin and Radiation Therapy in Treating Participants With Muscle-Invasive Bladder Cancer,0,0,0,0,0,,0,2,0,2
NCT03618641,Phase 2,08/08/2018,Actual,nivolumab,Neoadjuvant Phase II Study of TLR9 Agonist CMP-001 in Combination With Nivolumab in Stage IIIB/C/D Melanoma Patients With Clinically Apparent Lymph Node Disease,CMP-001 in Combo With Nivolumab in Stage IIIB/C/D Melanoma Patients With Clinically Apparent Lymph Node Disease,0,0,0,0,,,0,,0,34
NCT03628716,Phase 2,18/09/2018,Actual,atezolizumab,"A Phase 2, Multicenter, Single-Arm Trial of CV301 in Combination With PD-1/L1 Blockade in Patients With Locally Advanced or Metastatic Urothelial Bladder Cancer",CV301 Combined With PD-1/L1 Blockade in Patients With Locally Advanced or Metastatic Urothelial Bladder Cancer,0,2,0,0,2,,0,82,2,84
NCT03630120,Phase 2,06/08/2018,Actual,cabozantinib,Adaptive Tyrosine Kinase Inhibitor Therapy In Patients With Advanced Progressive Thyroid Cancer,Adaptive Tyrosine Kinase Inhibitor (TKI) Therapy In Patients With Thyroid Cancer,0,0,0,0,2,,0,10,0,12
NCT03631407,Phase 2,24/09/2018,Actual,pembrolizumab,A Phase 2 Trial to Evaluate the Safety and Efficacy of Vicriviroc (MK-7690) in Combination With Pembrolizumab (MK-3475) in Participants With Advanced/Metastatic Microsatellite Stable (MSS) Colorectal Cancer (CRC),Safety and Efficacy of Vicriviroc (MK-7690) in Combination With Pembrolizumab (MK-3475) in Participants With Advanced/Metastatic Microsatellite Stable (MSS) Colorectal Cancer (CRC) (MK-7690-046),0,4,2,0,14,,2,68,4,70
NCT03631706,Phase 3,01/10/2018,Actual,pembrolizumab,"An Adaptive Phase III, Multicenter, Randomized, Open-Label, Controlled Study of M7824 (Bintrafusp Alfa) Versus Pembrolizumab as a First-line Treatment in Patients With PD-L1 Expressing Advanced Non-small Cell Lung Cancer",M7824 Versus Pembrolizumab as a First-line (1L) Treatment in Participants With Programmed Death-ligand 1 (PD-L1) Expressing Advanced Non-small Cell Lung Cancer (NSCLC),,,,,48,,,552,8,
NCT03635983,Phase 3,21/09/2018,Actual,nivolumab,"A Phase 3, Randomized, Open-label Study of NKTR-214 Combined With Nivolumab Versus Nivolumab in Participants With Previously Untreated Unresectable or Metastatic Melanoma",A Study of NKTR-214 Combined With Nivolumab vs Nivolumab Alone in Participants With Previously Untreated Inoperable or Metastatic Melanoma,,,,,308,,,636,622,
NCT03637491,Phase 1/Phase 2,15/08/2018,Actual,avelumab,"A PHASE 1B/2 STUDY TO EVALUATE SAFETY AND CLINICAL ACTIVITY OF COMBINATIONS OF AVELUMAB, BINIMETINIB AND TALAZOPARIB IN PATIENTS WITH LOCALLY ADVANCED OR METASTATIC RAS-MUTANT SOLID TUMORS","A Study of Avelumab, Binimetinib and Talazoparib in Patients With Locally Advanced or Metastatic RAS-mutant Solid Tumors",,2,,,2,,,64,8,64
NCT03644550,Phase 2,04/12/2018,Actual,pembrolizumab,Phase II Study of the Anti-Mesothelin Immunotoxin LMB-100 Followed by Pembrolizumab in Malignant Mesothelioma,Anti-Mesothelin Immunotoxin LMB-100 Followed by Pembrolizumab in Malignant Mesothelioma,0,0,0,0,1,,0,10,7,18
NCT03655444,Phase 1/Phase 2,29/05/2019,Actual,nivolumab,A Prospective Phase I and II Trial of Abemaciclib + Nivolumab in Patients With Recurrent/Metastatic Head and Neck Squamous Cell Carcinoma That Progressed or Recurred Within Six Months After Platinum-based Chemotherapy,Abemaciclib + Nivolumab in Patients With Recurrent/Metastatic Head and Neck Squamous Cell Carcinoma That Progressed or Recurred Within Six Months After Platinum-based Chemotherapy,0,0,8,0,0,,0,12,0,4
NCT03661723,Phase 2,28/09/2018,Actual,pembrolizumab,Phase II Trial of Pembrolizumab and Reirradiation in Bevacizumab Na��ve and Bevacizumab Resistant Recurrent Glioblastoma,Pembrolizumab and Reirradiation in Bevacizumab Na��ve and Bevacizumab Resistant Recurrent Glioblastoma,0,2,2,0,12,,10,86,38,90
NCT03662074,Phase 2,07/11/2018,Actual,nivolumab,Phase II Pilot Study of Subsequent Line Gemcitabine and Nivolumab for Advanced SCLC,Subsequent Line Gemcitabine and Nivolumab in Treating Participants With Metastatic Small Cell Lung Cancer,0,0,2,0,0,,0,14,0,12
NCT03662659,Phase 2,16/10/2018,Actual,nivolumab,"A Randomized, Open-label, Phase II Clinical Trial of Relatlimab (Anti-LAG-3) and Nivolumab in Combination With Chemotherapy Versus Nivolumab in Combination With Chemotherapy as First-Line Treatment in Patients With Gastric or Gastroesophageal Junction Adenocarcinoma",An Investigational Study of Immunotherapy Combinations With Chemotherapy in Patients With Gastric or Gastroesophageal Junction (GEJ) Cancers,,,,,54,,,306,188,
NCT03663166,Phase 1/Phase 2,20/11/2018,Actual,nivolumab,Radiation and Chemotherapy With Ipilimumab Followed by Nivolumab for Patients With Stage III Unresectable NSCLC,Radiation and Chemotherapy With Ipilimumab Followed by Nivolumab for Patients With Stage III Unresectable Non-Small Cell Lung Cancer (NSCLC),0,0,1,0,1,,0,17,2,17
NCT03664024,Phase 2,30/10/2018,Actual,pembrolizumab,"A Phase II Trial to Investigate Genetic Markers of Response to Pembrolizumab (MK-3475, SCH 900475) Combined With Chemotherapy as a First-line Treatment for Non-Small Cell Lung Cancer (KEYNOTE-782)","Biomarkers of Response to Pembrolizumab Combined With Chemotherapy in Non-Small Cell Lung Cancer (KEYNOTE-782, MK-3475-782)",1,1,2,0,2,,0,116,0,114
NCT03668119,Phase 2,31/10/2018,Actual,nivolumab,"A Randomized, Open-Label, Phase 2 Study of Nivolumab in Combination With Ipilimumab or Nivolumab Monotherapy in Participants With Advanced or Metastatic Solid Tumors of High Tumor Mutational Burden (TMB-H)",A Study of Nivolumab Combined With Ipilimumab and Nivolumab Alone in Patients With Advanced or Metastatic Solid Tumors of High Tumor Mutational Burden (TMB-H),0,18,4,0,36,,0,130,292,368
NCT03680521,Phase 2,10/10/2018,Actual,nivolumab,A Phase 2 Study of Sitravatinib in Combination With Nivolumab in Patients Undergoing Nephrectomy for Locally-Advanced Clear Cell Renal Cell Carcinoma,Neoadjuvant Sitravatinib in Combination With Nivolumab in Patients With Clear Cell Renal Cell Carcinoma,0,0,0,0,8,,0,30,4,38
NCT03681951,Phase 2,16/11/2018,Actual,pembrolizumab,"A Phase I/II, Open-Label Study to Investigate the Safety, Clinical Activity, Pharmacokinetics, and Pharmacodynamics of GSK3145095 Administered Alone and in Combination With Anticancer Agents Including Pembrolizumab in Adult Participants With Selected Advanced Solid Tumors",First-time-in-human (FTIH) Study of GSK3145095 Alone and in Combination With Other Anticancer Agents in Adults With Advanced Solid Tumors,,,2,,,,,,2,12
NCT03684811,Phase 1/Phase 2,01/11/2018,Actual,nivolumab,A Phase 1b/2 Study of FT-2102 in Patients With Advanced Solid Tumors and Gliomas With an IDH1 Mutation,A Study of FT-2102 in Patients With Advanced Solid Tumors and Gliomas With an IDH1 Mutation,0,10,2,0,14,,0,134,70,142
NCT03689855,Phase 2,05/06/2019,Actual,atezolizumab,Ramucirumab and Atezolizumab After Progression on Any Immune Checkpoint Blocker in NSCLC (RamAtezo-1),Ramucirumab and Atezolizumab After Progression on Any Immune Checkpoint Blocker in NSCLC,0,0,5,0,0,,0,21,0,16
NCT03690388,Phase 3,05/10/2018,Actual,cabozantinib,"A Phase 3, Randomized, Double-Blind, Placebo-Controlled Study of Cabozantinib (XL184) in Subjects With Radioiodine-Refractory Differentiated Thyroid Cancer Who Have Progressed After Prior Vascular Endothelial Growth Factor Receptor (VEGFR) -Targeted Therapy",A Study of Cabozantinib Compared With Placebo in Subjects With Radioiodine-refractory Differentiated Thyroid Cancer Who Have Progressed After Prior Vascular Endothelial Growth Factor Receptor (VEGFR) -Targeted Therapy,6,68,6,0,54,,0,296,56,262
